Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
BSU_00110,0.009622285,0.002940902,0.001337496,-0.008207599,-0.002205935,-0.007746347,-0.001197329,0.001171759,-0.002182463,-0.004492753,-0.016506304,0.000911556,-0.003195954,-0.00260869,0.002532807,0.009038613,0.002108494,-0.005851438,0.030286157,-0.009963841,0.001074209,-0.007340241,0.008128289,0.001018945,-0.002944267,0.001140788,-0.000846731,-0.002285151,-0.002036171,-0.00176159,0.007442392,-0.005431303,0.004302666,0.002298299,0.001451696,0.002095295,-0.000941155,-0.005733357,-0.003871675,0.001726705,-0.007073035,-0.001160864,-0.005084702,-0.002381065,-0.017971297,0.003359978,-0.00748854,-0.002552382,0.004412485,-0.006614566,0.011012022,-0.001516702,-0.007216326,0.001706116,0.036820778,0.008382968,0.000796915,-0.004287375,0.006646968,1.95E-05,0.010535251,0.005898534,-0.007408478,-0.01062428,-0.018411203,-0.007864362,-0.001460084,-0.0113509,0.005148983,0.021083049,0.004549144,0.013169746
BSU_00120,0.009061778,0.004886354,0.004950835,0.003522955,-0.002887095,-0.004139185,0.004946686,-0.001424958,-0.00406146,0.007200103,-0.008958551,0.006439274,-0.002825394,-0.002769326,-3.04E-05,0.011759948,0.002995183,0.000460049,0.034237425,-0.011510546,-0.002986636,-0.009401288,0.006328014,-0.000860238,0.003030443,0.001168621,0.001983753,-0.003899088,-0.006528843,-0.004266552,0.016042477,-0.000250672,0.001188212,-0.002379547,0.00080066,0.000120835,-0.0036894,-0.006568064,-0.001538371,-0.001161113,-0.008916078,-0.001822435,-0.004148286,0.007948949,-0.017265942,0.002186208,-0.009844653,-0.002263443,0.007125353,-0.004954094,0.015810624,0.021465394,-0.002387499,-0.005901183,0.031477609,0.007289914,-0.002135905,-0.00200624,0.007147579,0.006763444,0.004920956,-0.000899857,-0.006525126,-0.006705888,-0.021901392,-0.007975316,-0.004574832,-0.002827425,-0.001279043,0.01000507,-0.00026135,0.011041172
BSU_00130,-0.005260126,-0.001976952,-0.004773823,-0.002045815,0.008912252,0.007174538,-0.003043935,0.005867612,0.002065936,-0.000145155,-0.020498428,0.007384395,0.000264046,-0.008621693,-0.003331421,0.001456359,0.006058854,0.000839801,-0.000779269,-0.006783629,0.005861627,0.006259208,0.008669559,-0.001318419,-0.006784806,-0.006406937,0.00017631,-0.000611111,0.000170063,-0.003790699,-0.005229968,0.006225083,-0.000431355,-0.017346849,-0.003416581,0.006107469,-0.002447203,-0.000160714,0.002276575,0.010613018,0.016475506,-0.011348682,0.000797018,0.00032522,-0.004887372,0.004184775,-0.004884746,0.000870465,0.001970274,-0.010385484,0.002238784,0.005195124,0.001332378,-0.003030801,0.002454604,-0.011007526,-0.00073174,-0.000836977,0.005975497,0.012914279,-0.003212822,0.013002396,-0.00950974,0.010581585,0.00017228,0.001961112,0.004644077,0.0034109,-0.007060019,-0.01096866,-0.011509012,0.024567568
BSU_00140,-0.000230025,0.002268345,-0.006435423,0.007293907,0.006760104,-0.012601288,0.001323991,-0.002383273,0.000966738,0.002368814,-0.007342915,-0.005798408,-0.005463636,-0.000566725,-0.004927424,-0.010522064,0.008830638,0.008219747,-0.00118576,-0.007795875,-0.004021416,0.005434271,-0.001710884,0.006106526,0.003218632,-0.003677186,-0.002653876,0.006914543,-0.004915753,-0.003817359,-0.001066438,-0.002136647,-0.007368521,0.000509905,-0.009811646,-0.002753213,0.000789433,0.001452084,0.00098738,-0.000560054,0.007491633,-0.00160045,-0.005401836,-0.004475286,-0.013541989,0.003203695,-0.001669043,-0.003119797,-0.002214659,0.001259958,-0.000590214,-0.000695269,-0.006718901,0.00513251,-0.014711776,0.003261143,-0.005175107,-0.007568317,-0.001282417,-0.001843834,0.007565097,-0.003627601,0.000205913,-0.013935673,-0.001326333,0.006049543,-0.005391738,-0.011942134,-0.016326247,-0.004835617,-0.008004063,-0.017442346
BSU_00150,-0.005569568,0.002285178,0.007539778,-0.006906119,-0.000125891,-0.01518771,0.006789195,0.001382957,0.002184455,0.000748297,-0.013688289,-0.00665988,0.001396181,0.001467691,0.003697633,-0.007519625,0.004148307,0.004098444,0.001068645,-0.013269034,0.00671539,-0.010047804,-0.005233293,0.00449069,0.00178255,-0.001114871,-0.001291192,-0.000148469,-0.001054251,-0.011351299,-0.001761617,0.001529485,-0.007595072,0.003049031,-0.014216742,0.00253482,0.002150748,0.005599506,-0.003476236,-0.001569248,0.005887784,-0.001685328,-0.011767455,0.009282931,-0.008541271,-0.002444431,0.008183174,0.000325247,0.001028885,-0.001899517,-0.005416407,0.002010629,0.000115241,0.01104646,-0.013743745,0.00882454,-0.002375689,-0.008711931,-0.003699295,0.006053984,0.008501336,-0.000278552,0.001691939,-0.020036044,-0.006477369,-0.006731437,-0.004089083,-0.010740627,-0.006966554,-8.24E-05,0.005324492,-0.006136394
BSU_00160,0.009672179,0.123163029,0.007229948,0.000817529,-0.00410497,-0.017805455,0.013578027,-0.00821808,-0.006058035,2.75E-05,-0.019839476,0.001465396,0.023160019,-0.017159116,-0.006212273,0.009990095,0.007394495,-0.001779042,0.01020941,-0.026178064,-0.02027913,-0.008667972,0.017323425,-0.003728935,-0.004821171,0.031759631,0.001639295,-0.015589631,0.002938986,0.006245809,0.013710895,0.000823919,0.012012299,-0.025949561,-0.002477567,0.003848559,0.004199722,0.00215928,-0.003180194,0.000391614,0.003187053,0.000566078,0.054358567,0.001144109,0.014550389,8.58E-05,0.007158708,-0.01037261,-0.000575063,-0.014674549,-0.009472905,0.015435207,-0.007496871,0.004535181,0.011411702,-0.001060861,-0.001175557,0.052795767,-0.014020153,0.006985282,0.008226747,-0.01615347,0.020369931,-0.004951091,0.003897684,-0.000525773,0.023055045,-0.005221965,0.00878956,-0.005973966,-0.011781315,0.015614053
BSU_00170,-0.010523386,0.010258816,-0.003799232,0.008144899,-0.011056245,-0.001377387,0.028002713,0.024937246,0.005429542,-0.007851643,-0.016104053,-0.008942757,0.034772784,0.00924732,0.004633894,0.007545247,0.002490257,0.000184136,-0.008702955,-0.01984809,-0.025573959,-0.002150926,0.003104287,0.019375775,-0.016967041,0.055817997,-0.001490891,-0.013057419,-0.011018108,0.023804273,0.015095215,-0.004732977,-0.010755064,0.009100861,0.000524119,-0.007716256,-0.000435213,0.017115556,0.000343797,0.005247759,0.004700147,-0.006623282,0.064812451,-0.010521007,0.003455661,0.002457978,-8.40E-05,-0.001685079,0.00297516,-0.001794746,-0.013657704,-0.001951819,-0.012073781,-0.022156439,0.002216885,0.000544499,0.009562925,0.005406756,-0.007811456,0.028075031,0.01999196,-0.01823555,-0.018492832,0.005647297,-0.016364438,0.008145323,-0.016860101,-0.015573202,-0.018767233,0.003066075,0.000260489,-0.00896577
BSU_00180,-0.006174753,0.008540316,-0.00307154,0.028491509,-0.008400195,-0.015653315,0.000299679,-0.002171112,-0.009463107,0.006073769,-0.01582349,-0.010075512,-0.013640076,-0.01104483,0.005715511,0.003660923,0.001347557,-0.009215843,-0.002021702,-0.001055375,-0.011258582,-0.007509,-0.00397448,-0.012516628,-0.012346706,0.005180839,-0.001400984,-0.001331172,0.00538562,-0.000722456,0.006273536,0.006695082,-0.004153496,-0.010516833,0.00069196,-0.007618866,-0.006880097,0.000872236,-0.00269428,0.00212407,0.006145845,0.004781076,-0.002162906,-0.000314424,-0.005880125,0.001904673,0.007076697,-0.003917954,-0.008390795,0.004762453,0.00268126,-0.01365049,-0.022116297,-0.010086575,0.012312921,0.003806676,0.013036708,-0.00222881,-0.000490027,0.001584472,-0.005404753,-0.002915398,-0.002373623,-0.004086542,0.007756991,-0.004934092,-0.001579034,-0.001414137,-0.019683892,-0.0281375,-0.004380232,-0.014164816
BSU_00190,-0.000324697,-0.00601739,0.00119915,0.003261224,-0.001260064,-0.00748234,-0.000922749,-0.002075514,-0.003464339,0.003770997,-0.005626514,-0.013073645,-0.000530443,-0.000665542,-0.004864787,-0.000348726,0.00069515,-0.003775942,-0.000204926,-0.01198366,-0.002904126,-0.005333875,0.006425537,0.006382687,-0.001357868,-0.009997586,-0.000821711,-0.010707961,-0.005233269,-0.005492609,0.004027348,-0.000771542,-0.000872868,0.003244725,-0.004365699,0.001303521,-0.004151861,0.000374832,-0.000712322,-0.000251965,-0.007651647,0.002356012,0.002931121,0.005394458,-0.001860727,0.001224798,0.008394165,-0.004021669,0.001508835,-0.004877687,0.00063176,-0.003822598,-0.004105742,0.003189435,0.000669887,-0.002559344,-0.003351317,-0.002361931,-0.002268391,0.003554184,0.001224976,-0.008040768,-0.005509566,0.004968345,0.000194034,-0.005927543,0.000718994,-0.006662097,-0.008732059,-0.01090607,0.005122122,-0.001868377
BSU_00200,-0.007920139,-0.009875869,-0.008383298,-0.012784991,0.002344669,-0.004553858,-0.00717018,0.002443116,0.003441186,-0.012209217,-0.002867287,-0.012952763,-0.001033795,-0.002869154,0.001178238,-0.007431069,-0.005133416,0.003830362,0.000571455,-0.00612675,-0.005585943,0.001786397,-0.005554613,0.008869851,-0.006434964,-0.003689232,0.001478315,-0.001141404,0.010254026,-0.004565036,0.003868512,-0.001868506,-0.003183667,-0.000868276,-0.004883363,-0.021821172,-0.000821683,-0.004638177,0.003014416,0.003144087,-0.013408245,-0.000816932,-0.004742782,-0.008244519,-0.006936805,0.007063153,0.009008995,-0.00196849,-0.00184116,-0.003211763,0.011179687,-0.010371841,-0.010792754,0.010619552,-0.005425267,-0.007386535,0.007126278,0.000651718,0.001243469,0.007843116,0.001770865,-0.008571624,0.001960968,0.008835897,0.003014176,0.004921514,0.004407398,-0.00874065,-5.22E-05,-0.006876215,-0.005862817,0.008760094
BSU_00210,0.00517117,-0.002469986,-0.010666335,-0.014478484,0.005091096,-0.017200099,-0.006178613,-0.004970186,-0.003545257,0.006821819,-0.003856015,-0.007082147,-0.005617353,-0.009962963,-0.001565712,-0.009102546,0.004122914,-0.000662656,-0.002846368,-0.007135302,-0.002785686,-0.00230788,-0.010348732,0.009664623,0.006163913,-0.001656774,-0.003144297,-0.008791355,0.015059046,-0.011147848,0.00595628,-0.001650381,-0.006173691,-0.002115107,-0.001592832,0.002043108,-0.004651145,-0.003854175,-0.002271439,0.01138505,-0.017707512,0.001382144,0.001731514,2.14E-05,-0.010947063,-0.000347753,0.007740509,-0.002373897,-0.005088359,-0.008175456,0.006443083,-0.012539301,-0.007595503,0.000489169,0.001247878,-0.004322336,0.00126891,-0.005160818,-0.00495227,0.005569601,0.004060658,-0.003326366,0.000425786,0.007631397,-0.013389027,-0.007935133,0.008754497,0.005087464,-0.007916796,-0.005432995,0.015805169,0.025951903
BSU_00220,0.007970916,-0.002538266,-0.00509203,0.07408092,-0.008748759,-0.010262621,0.00231999,-0.006963981,-0.003423643,-0.01163446,-0.006015243,-0.007752731,0.004057687,-0.002909344,0.007467089,-0.009167605,-0.003152191,0.003738878,-0.004201293,-0.001219407,0.001478697,0.007293154,-0.005342712,0.003987234,-0.001427886,-0.005693873,-0.006416558,-0.002625058,0.002046749,-0.003529948,0.004812153,-0.009434587,-0.003444056,0.00799803,-0.009196363,-0.002226502,-0.000470176,-0.00366741,-0.006349716,0.012261594,-0.016260484,0.01095332,-0.000197126,0.005597288,-0.010546461,0.007834689,-0.001517159,-0.001354781,-0.007565576,-0.000399461,0.004861569,-0.016781806,-0.006944592,-0.008629302,-0.000282513,-0.005900773,0.002895052,0.000771369,0.000417001,0.006395065,0.008524946,-0.009144695,0.001869933,0.016360017,-0.00741765,-0.000227153,-0.004469897,0.013839128,-0.008806752,-0.013039165,-0.031067485,0.013175214
BSU_00230,-0.013313537,-0.009850714,-0.011392252,-0.007875741,-0.005128634,-0.03997411,-0.002505328,0.015171252,0.001764177,0.023417791,-0.010218184,-0.018828256,0.009244009,-0.002155063,-0.004215709,0.000358476,0.00133515,0.021587304,0.00095046,0.012183329,0.009787213,-0.020174125,-0.027871376,-0.008971203,0.000992098,-0.012539248,-0.006657004,0.000894714,0.004499306,-0.002600673,0.004083738,0.003426279,-0.002821281,-0.000985782,-0.007456314,-0.016228675,-0.008455089,0.012535096,-0.011950176,-0.001286321,-0.020670059,0.014173141,0.0041908,0.010340885,0.015960959,-0.005082182,-0.003597537,-0.003087383,1.89E-05,-0.009217797,0.011076221,-0.031499709,-0.001418446,0.003453851,0.001068006,0.004575471,-0.001018369,0.005101218,0.005167782,0.002691253,-0.004312349,-0.026857942,0.007834143,-0.000895939,0.014128201,-0.009490579,0.005810899,0.010927711,-0.010374522,-0.018118359,-0.014604481,0.0304478
BSU_00240,0.005219562,-0.003850988,-0.032251832,0.00045325,-0.045312464,-0.065126249,0.026951574,-0.00101553,-0.003423771,-0.041348015,-8.08E-05,-0.019090105,0.007825681,-0.017409278,0.00875102,-0.024033997,-0.019217597,-0.003035348,0.000737151,-0.009177344,0.017004207,-0.013814361,-0.000649285,0.027844265,0.000308966,0.000555589,-0.001981904,0.009638862,-0.019275466,-0.02297355,0.003779579,0.00820733,0.000345884,-0.036755172,-0.018173778,-0.001131634,0.019961096,-0.012793253,-0.006259134,0.019977209,-0.049002999,0.002122734,-0.013298899,0.02807028,0.011551766,0.000899306,-0.00453247,-0.005731637,-0.024705069,0.00355031,-0.011648979,-0.025308549,-0.022214455,0.000802324,0.00897644,-0.011826804,-0.009906107,0.000673518,0.013985693,-8.06E-05,0.008158848,0.006186073,0.013331794,0.016580749,0.008396133,-0.008466239,-0.004579086,0.012771411,0.04581766,0.000289713,-0.006837252,0.015836939
BSU_00250,-0.001048405,-0.000673369,-0.022270575,-0.000645899,-0.004517568,0.005195836,0.014991058,-0.010032589,-0.002830115,-0.00649988,0.008761271,-0.003053866,-0.006762015,0.006503563,-0.010446106,-0.007759261,0.012432285,-0.017690414,0.008523732,-0.01338235,0.005712664,0.008793863,0.00515277,0.01632105,0.006338595,0.004457416,0.000423373,-0.001355258,-0.001987881,0.007517575,0.004907933,0.011004241,0.00035094,-0.001144045,-0.000526523,0.00316193,-0.011057379,-0.000172972,-0.004205702,0.006025029,-0.005916365,0.000765141,0.000480632,0.008858623,-0.00829527,0.008897428,-4.25E-05,-0.003643871,0.003823474,0.001446552,0.001137277,-0.013628237,-0.003227058,0.0028661,0.008003311,0.002751974,0.087157314,-2.46E-05,-0.005002835,-0.00604399,-0.003949653,0.008702107,0.00412349,0.010304567,-0.009431183,-0.00431969,0.011349852,-0.003894665,0.009968469,-0.026102189,0.010642115,-0.004264229
BSU_00260,0.003638336,-0.012152444,-0.019499115,-0.002010883,-0.003655662,-0.001596702,0.007200086,0.00289165,0.006152917,-0.001969121,0.014768621,-0.002818373,-0.001522492,-0.001343443,-0.009700365,-0.003661326,0.010543907,-0.007417519,0.002417068,-0.011269834,-0.000955235,0.008523264,-0.001269657,0.007198601,0.003888481,0.004432563,-1.99E-05,-0.001857342,0.005828092,0.006350016,0.003584392,0.005602431,0.00042171,-0.001553316,0.002658093,-0.001426082,-0.008966312,-0.004015976,-0.006869726,0.006057833,-0.003563921,-0.004227396,-0.007694131,0.006307322,0.000349898,0.004692765,0.000646357,-0.003635186,0.008249076,0.004573343,0.001337721,-0.009033731,0.000450298,0.007837124,-0.000754705,0.008363218,0.07359075,-0.002116631,0.001119481,0.009333331,-0.013812037,0.009612343,0.01006802,0.003469698,-0.007981518,-0.012068915,0.007572571,0.000338355,-0.000487249,-0.013735631,-0.00039607,-0.002883968
BSU_00270,-0.010926794,0.003857875,-0.011051985,-0.001752817,-0.008773235,0.00327654,-0.006284585,-0.002305497,0.001091031,-0.002089923,0.011200972,-0.012728229,0.00450902,-0.005156098,-0.006720123,-0.001650127,0.002435068,0.00178763,-0.001410413,-0.019338902,0.00069457,0.0055386,-0.002611248,0.002437032,0.000443473,-0.011212655,-0.001595253,-0.003874241,-0.006211254,0.005445866,0.008457323,-0.006145988,0.002673397,0.003682594,-0.004600979,-0.00904275,-0.011398416,-0.000144856,-0.0007337,-0.004971722,-0.017352967,-0.002288054,-0.005172703,0.000425776,-0.00645393,-0.000397058,-0.004729202,-0.001177869,0.004615894,-0.001648032,-0.015382693,-0.006086646,-0.004735852,0.007176139,0.009773325,-0.00078474,0.020152729,-0.006254375,-0.00634413,0.000153257,-0.003169909,0.00084805,-0.002795451,0.001581402,-0.004627455,-0.008715008,0.010440091,0.000733509,5.04E-05,-0.013973577,0.002301708,-0.000170902
BSU_00280,-0.012254042,-0.010444484,-0.010890527,0.001702525,-0.002311746,0.000354594,0.002547826,-0.007593136,0.004087328,0.000952619,0.004285174,-0.006526161,-0.000209023,-0.005996903,0.003390884,0.002610019,0.000440304,0.006516644,-0.002427163,-0.017310456,0.000163715,0.000602146,-0.009915846,0.008361989,0.005480416,0.006778325,-0.003802153,-0.002944405,-0.000689955,0.00851935,0.009395192,-0.014102099,-3.25E-05,0.012014221,-0.006122196,0.006259794,-0.003167191,-0.006147422,-0.006835235,-0.002730643,-0.019007411,-0.005739516,0.002465721,0.001703204,0.00316142,-0.002938081,-0.00083375,0.001728323,0.005826391,-0.003001745,-0.015905982,-0.014768444,-0.000202975,0.00640349,0.00839342,0.000111692,0.010449186,-0.002868886,-0.008291456,-0.001869265,0.008579349,-0.00473539,-0.005459944,-0.000237873,0.005887281,-0.006307006,0.009384668,0.011031097,0.005150811,-0.010074625,0.01122602,0.009361662
