,XNR_RS03030,XNR_RS03370,XNR_RS05170,XNR_RS05970,XNR_RS07380,XNR_RS07515,XNR_RS07760,XNR_RS07865,XNR_RS08220,XNR_RS09755,XNR_RS10635,XNR_RS13665,XNR_RS14315,XNR_RS14320,XNR_RS14400,XNR_RS14850,XNR_RS16255,XNR_RS16370,XNR_RS17300,XNR_RS18855,XNR_RS19540,XNR_RS19730,XNR_RS19800,XNR_RS22170,XNR_RS25815,XNR_RS26190,XNR_RS27425,XNR_RS27905,XNR_RS28030,XNR_RS29215,XNR_RS07675
XNR_RS00050,0.000240342146718416,0.8902561373832838,0.02719588830645743,0.015155496727877712,0.1815932028892107,0.631062179083888,1.440963844056134e-10,0.46289092259679576,6.27506584822944e-13,0.42784942917384083,1.2590549488544848e-05,0.0002125821876339554,0.824600976151047,0.25998342207355146,2.4002810430311862e-24,0.053370066807933235,0.036167277617937726,0.00018092266001063317,0.04312884457457205,9.662462251104551e-08,1.7285066115934303e-05,0.8612663327432878,0.05067451644244452,0.00046202724839299595,0.026234513230167587,0.03731815015372398,3.888292683370826e-06,0.00010692669168594535,0.27025709050892516,0.03256787404209552,0.13338549558226695
XNR_RS00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNR_RS00060,1.5137542420116386e-07,1.2249118472040913e-07,0.09868856833127952,0.01636681994940466,0.07801053340217998,3.860179182842096e-05,0.00022641023165534817,0.12862643779584476,0.8253415071491871,1.2656211662644828e-05,0.05337505340257488,0.8763631206578069,0.5991686705724585,0.01746032626929745,0.0010512214919794454,0.008092821881844684,2.5198899922921106e-12,0.7092389526812378,0.9563694030774149,0.22692915024267618,0.4957386582604518,0.015608315008447976,0.07913737417817414,5.723862617123575e-26,2.122710766836059e-11,2.9533842827162244e-17,0.18736778125115622,4.534152553076992e-19,1.118917005766069e-07,1.2739626538455243e-21,1.429164668675412e-07
XNR_RS00065,6.3909824333238635e-06,9.346015628328745e-06,0.0005030444870713566,0.1992133644779864,0.7891759028917399,0.002890447420368958,2.0652914084333587e-05,0.025881737580483514,0.9446025531965256,1.624119028384719e-09,0.06045206587832561,0.18174986820465325,0.07614121515696311,0.08111726131064553,1.9348744783189832e-08,0.044723139730516406,1.184285831151099e-13,0.3506114087338932,0.03255360126370703,0.9028755465918257,0.30900780038950026,0.007992800439969444,0.15160107744507317,1.9060496522225692e-22,2.986090411815475e-08,9.09446173306563e-15,0.009686925602371664,4.593800956683885e-17,1.3235148245302455e-06,6.405564643169411e-17,9.028538480769995e-08
XNR_RS00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNR_RS00075,0.0009316161568742266,3.650280006077127e-17,0.008260746360321201,0.00026385118949574945,0.908480216013715,0.06586307368997348,0.8025881209993553,2.994907470288848e-07,0.002493647952731012,3.305364823532259e-11,0.47942269647132196,0.4751994382815006,7.956090662828439e-05,0.21363527911604788,0.7473908757201264,0.34367467085112746,8.279436802615323e-07,0.24756335894071452,0.22440530530364164,0.0007687077177879769,0.038367347156536884,8.285449753356081e-05,0.01122083525429225,2.2021736026314441e-29,2.009357636942691e-28,3.80789645897156e-17,0.7097744113657667,4.946529967453143e-24,3.1803800844616446e-23,2.838165714153859e-15,1.0600384193354046e-13
XNR_RS00080,6.790955353380071e-05,7.706513295780488e-13,0.005267287567594839,0.02820964880336849,0.15223261378452732,0.11544947350048626,0.0538503209539009,8.075687224536651e-06,0.395671475999654,4.8358451363047324e-17,0.6892108104870143,0.08895003927011484,2.845633876349817e-06,0.4988927730663856,0.028020152474346156,0.341315546270223,7.01720749523378e-07,0.9726473811213706,0.2219117253953953,0.17698879307291898,0.13157731018319016,0.0001611076678426512,0.019622025740677916,4.165151737130786e-42,1.3905972766106787e-18,1.8228104571932187e-17,0.6157303997793762,2.6750295426855806e-30,1.7787242942858072e-20,1.85967746917895e-12,8.200052420494989e-13
XNR_RS00085,7.149984687180088e-05,5.325851872530463e-08,0.016062706775455494,0.020669325152743376,0.04181266863093546,0.35074247464491626,0.0008855378498699693,4.641909135793704e-06,0.9848533005268282,2.0381082908460702e-25,0.42321705363195283,0.239689065011927,1.584413984239301e-09,0.3884949239306338,0.0012627506786941432,0.2169201881514769,8.158562654548248e-06,0.8803868883966467,0.02265244942687051,0.6499033123415391,0.38026725332244327,1.1343229731829558e-06,0.0013835156803522837,4.380885796717168e-57,5.373425090309731e-11,4.8283214310452795e-22,0.06150437708270819,2.970053037278316e-34,1.4150418029970086e-18,1.1068081964960892e-13,2.2830298120675525e-10
XNR_RS00090,3.2826875695195584e-05,5.641704442211583e-08,0.015546844868837837,0.07283692467367767,0.04228574515328196,0.5743503064733997,0.005994460471527708,3.64453356256023e-05,0.7398132607279189,3.415921395191181e-23,0.5122506343167488,0.38645822407425434,4.86140354075651e-08,0.275575079829894,0.06914609560066318,0.1475585474017123,0.0004913502593473111,0.9340169142029258,0.05617120223293279,0.591357717428806,0.1336760117050922,4.568727307863444e-06,0.0005984920038661807,1.908277357532841e-51,1.6744362389204911e-09,1.7381778362630142e-19,0.043300916720073586,9.783932811921338e-34,4.745898201031321e-19,7.168143855565795e-11,6.54361708802539e-09
XNR_RS31480,0.00029902034015590615,3.1822449716725014e-08,0.01639229468812575,0.022722491879459794,0.06744770816520067,0.5056100720498814,0.007726603938942123,2.5247783559988635e-06,0.8832719727281229,5.61939145630723e-26,0.36744217369815124,0.6482384756763473,4.27741806460233e-09,0.42090200693584856,0.032356210834889584,0.17043969122174185,5.6985000788488365e-05,0.49273974022219735,0.02029500746751504,0.556397501900274,0.2869866341196705,1.5251415701452876e-07,0.0018445559234283905,9.518593799972373e-60,7.959010851832391e-11,7.993301471602884e-21,0.027289466395591367,1.0975422377740331e-38,1.135621163260898e-21,1.2165954130232936e-12,1.0573369330925706e-08
XNR_RS00100,0.0015133047677104783,4.778705604505433e-07,0.004089287419699067,0.09572722361328137,0.006130691194400639,0.30026251670889,0.021804459613408742,3.6640874496489805e-10,0.4986117215277299,1.492264890516539e-26,0.6360025000440073,0.9846769609022983,5.606996218108863e-10,0.16465959679130895,0.22280557696512152,0.00606812736460722,0.00422484082613055,0.5104984440782694,0.003246907739022382,0.6782911250493802,0.013660270521488858,2.342442005494249e-08,0.00011447827487241794,4.302929664290709e-37,1.5219570489451639e-09,4.877485209274465e-22,0.10609423941736858,1.8889347734669375e-27,1.231416186058783e-20,4.623932521326416e-11,9.232077966405827e-08
XNR_RS31485,0.0029250670489956348,3.0606933351374733e-16,0.0008707133614359443,0.003175176388929871,0.35055565469575023,0.12925458040981286,0.9701247974413296,7.144551390628376e-05,0.36055932769258714,1.1168159561699983e-10,0.07642616889373227,0.6979081776533906,0.012398137607170626,0.02951268820140375,0.3019523881720116,0.8781172404454374,6.243647670866249e-09,0.03371758616827276,0.010922367363834251,0.00770290556519559,0.2172368793938647,0.0002842849259783937,0.4619772716506104,4.0401806305462205e-39,1.2066210044649093e-22,1.3467270840504033e-16,0.3700245129205999,1.4836439430808465e-31,2.5279499526294382e-23,9.658686668289431e-16,1.0054250342208424e-12
XNR_RS00110,0.0011915118334461321,3.54752301467664e-17,0.02884090584647327,0.0009770453838202251,0.2622346518594463,0.03768420799551136,0.5244654223267722,0.0007929166295594447,0.3757750872376433,1.6259488707777412e-10,0.10241817511226851,0.7491337418825073,0.030842195844923627,0.02839492987586398,0.06337755162784117,0.4298133229844061,1.5878676243127832e-09,0.06316885520520314,0.0452660467634549,0.01281129637195596,0.44334317216609087,0.00044162312685160673,0.27756071746605515,3.9923478226554544e-45,1.0828069784656293e-21,1.0694727376019927e-17,0.3608134117840346,1.0011102207089828e-30,9.781780830982619e-18,3.4882964495097855e-18,3.689212526192362e-12
XNR_RS31490,0.002020963058458765,3.6407210721683855e-14,0.004665495409111288,0.009542422367978708,0.7967085711730848,0.04198489304495881,0.4310737037372637,0.0007015779152646749,0.0667771560676051,9.632538299784075e-12,0.33619224200476505,0.7451129643141385,0.005337829283868158,0.0399419817676271,0.05844079982004371,0.8988799642683555,3.5456342868416097e-07,0.25953964953708963,0.010504676001317761,0.031455224106591524,0.7758063351175621,2.3415348687124383e-05,0.054415945243400425,2.08555552540676e-35,8.492094575747896e-20,3.636551898958145e-15,0.15515191418237434,6.784501744753954e-26,4.4198556805373877e-14,8.93319707106151e-17,5.555876425223513e-13
XNR_RS00115,0.03635285864635896,2.1811331382324327e-05,0.3422017802669989,0.1835410456288604,0.794802120181469,0.011087505467114659,0.3464022144639388,0.04163055357544962,0.3025620586793034,0.021609783520056713,0.10264801641234647,0.12866434030172677,0.20580594756476128,0.07006995850791954,0.023385543935927976,0.9136406202362655,0.00010637262745249257,0.5981344202603336,0.9424934708184102,0.7260187110346903,0.4711678660534825,0.6134579759743513,0.13680094656394293,3.3043740540499186e-07,0.0006109796889337923,0.00019202276430666312,0.00885517819300646,1.2225353524088502e-11,3.7320123568619294e-05,0.011648039218881384,0.008888196502523217
XNR_RS00120,0.014309843005942803,5.198191132697972e-09,0.002692830920118544,0.012692979109690663,6.377406892893917e-07,2.9303817665054295e-12,0.992196749882051,3.8608844496283044e-08,0.011242859100964037,0.12251397208399308,4.4009410998291156e-16,0.0012400589299814992,1.1473445330819687e-05,3.3801435920217944e-09,1.5557727848182562e-06,4.4737313258000275e-18,4.901794275231383e-16,0.7134392496950976,0.2897371201767034,0.009072893868742826,1.4830099808485305e-06,0.16106938336049503,5.201411410519744e-05,1.2011559663118765e-12,1.435609292444884e-09,0.000887373178473738,0.0014596743991159668,1.596628278778064e-08,0.05127394624266125,5.218004637808548e-09,4.718357269063591e-13
XNR_RS00125,0.36837456007773683,1.4406526589065916e-22,0.013799307464546993,0.0002627613341615848,1.0662893113814735e-33,4.198472092489337e-08,0.1336641226292006,0.0003616556952342323,0.16152569118622204,0.00010168260081296953,1.262398070304105e-10,0.14303531100496625,3.873345917528757e-07,9.70567071477664e-15,0.3120603194633606,1.430758513870195e-13,4.6309890393902695e-17,8.549353337054596e-06,0.8370888445373297,1.360262266627445e-06,1.5798717644216312e-06,0.004402892490466445,0.13159240675740247,3.0798734501027265e-08,2.0570643924699688e-22,0.0003109236531868832,0.8336390674116527,3.5559527868486e-07,5.830356736292746e-07,4.791965762307052e-16,3.543501644694217e-05
XNR_RS00130,0.20642677479089774,2.130326775324463e-17,0.02707376585222031,4.339261303057049e-06,1.9673286481312314e-10,1.8078785502189458e-07,0.048587103545722994,0.033621534863864384,0.0016002155967333406,0.0015838255945141357,0.00902163305953136,0.042866258071815655,0.00011136200532601748,1.5608720834691179e-18,0.00016151440288149894,2.7922485168713434e-11,3.433329786602576e-16,0.004250310109070838,0.8303013418870654,2.205753639374463e-06,5.9184379334642556e-05,0.49338461129445044,0.003940973708969353,0.0007005152154630748,8.463231471052979e-24,0.002868372969626284,0.7122709001821849,9.652474260942373e-05,0.0212220695492577,2.1855058309983128e-13,2.4067341079584436e-08
XNR_RS00135,0.006129588343166739,1.5780206707603821e-19,0.19611654758291494,8.841985954431284e-05,1.8899984206726611e-10,2.834195112624486e-06,0.3638249148791348,0.1582862134440688,0.0003594603579183811,0.0033662816236220347,0.08616982296362682,0.332480906865284,2.5447744775542015e-05,2.713602237093219e-13,0.003088094418072125,1.701598895905196e-08,3.2701333549437707e-10,0.01662807308417933,0.9046982847379396,4.761832247669773e-05,0.004128265301135856,0.8523053701751544,0.11969543581250826,0.0007996519283400389,7.200385249446798e-25,0.00252335848460271,0.2294012326221634,0.00046665705719244467,0.005280254600009331,5.455442209792433e-15,6.267194056931572e-07
XNR_RS00140,1.3530669403542408e-05,1.32210250545396e-19,0.5359346748929898,0.003232567032988925,7.049092370388307e-08,0.0006595406758897116,0.7308212377339919,0.9735484369229735,4.4278705895348256e-05,0.13841718855805732,0.7361559441211141,0.7214896082876032,0.0011262161392518117,0.00041671280597992203,0.3200422283797094,0.0049474699019729056,9.094896382283944e-08,0.03342079868342177,0.3978873429825551,6.569331778917476e-05,0.564373398607706,0.9315885714806246,0.386788106885121,0.00011591288413036076,3.581026858879136e-23,0.001799549643782074,0.012366657325847817,0.00029958037466647474,0.00029444810931665214,2.20982857338281e-12,9.184888509975283e-07
XNR_RS00145,1.2886389879973358e-05,3.385812161217006e-14,0.5688917166524728,0.015129797335861212,7.982055008238292e-07,0.0007990542787320918,0.680876550954793,0.4264939452260469,0.00035802449006671895,0.1851769572171357,0.7436187338862243,0.6299973396861405,0.0001122643346390857,4.4380180234051965e-05,0.4270194409760336,0.0006045502120779358,7.215613527539229e-09,0.032115346127759424,0.24476524184574208,0.0001430473533889398,0.48760415194692064,0.6236512680028408,0.2965532256981339,0.0038586564564900925,2.2429327338574372e-18,0.00010786380147918644,0.043932027339409915,0.0027808402348237626,0.0480574318133034,1.8802536304297744e-13,1.3571652509036895e-05
XNR_RS00150,0.0004441249091372397,1.2310513829485633e-21,0.24214845521749914,6.337931710670025e-05,5.16858172201556e-09,2.8335796832054237e-07,0.8722604977492014,0.4195002929334485,0.00013876965790884154,0.05190116743569353,0.23135028465993648,0.3851999649941118,0.000737921445587285,1.0685725144206689e-10,0.0027014145359026383,3.4220562824678047e-07,1.1660678064919354e-12,0.03640893949164982,0.3066120212076274,7.855316460899744e-05,0.008667334442982845,0.3468973216196505,0.6137177418178635,1.4868904791891158e-05,6.372255070663072e-26,2.644502267924241e-06,0.14138651883242298,2.009734832169242e-06,0.0010482351203250136,8.262792666357235e-17,4.1029930002510245e-06
XNR_RS00155,0.7406943900789867,0.761806846145914,0.05445584913198173,0.5920006541390793,0.04177108980713476,6.235332604041528e-07,0.7010077499900526,2.0978244736065747e-16,0.0001527833594692734,0.02603360691869678,3.1226420456478493e-09,0.05044872914222809,1.885269947465389e-05,0.07231774901331325,0.06797407371859462,9.748283402869464e-16,0.006377299016036242,0.2066626013144372,0.00010458675141504801,0.06920691663963792,5.248885930502785e-09,0.00041761710238486557,0.0005764089377044997,0.011537434080367618,0.289967957938763,0.022104903750978577,8.650058242198239e-08,0.13566809603121596,0.11769803215241627,0.09904361779220296,0.20229158209090697
XNR_RS00160,0.0003873413737732713,0.0573682115118554,0.02745034779691726,0.12474641980128857,0.0029737724558438956,0.004013201737357912,0.23708498926749227,1.394634738473732e-07,0.13283769292021014,0.16209937126671337,1.1533731440716019e-05,0.5660394846730705,3.5961776426778956e-08,0.1443256820338064,0.6094916184979147,2.6376297541343754e-07,0.0007583456816071919,0.2748658324969542,0.8675788252977259,0.1293457798930794,0.18526220310188068,0.08108311535595361,0.09343311945932864,0.018701719388212894,0.2784257860360613,0.9612677114359959,2.6950349188785598e-05,0.018988426404035853,0.3962790115185336,0.3673562714791171,0.1868104848831069
XNR_RS30400,9.084768510011316e-08,0.15433105627531077,0.38507147925668694,0.3163264022934686,0.036713314745098834,0.0003196858517893372,1.4994563590660015e-07,1.1731496732264059e-05,0.6781425861798556,1.2031168431000042e-18,0.17304676552056586,0.0775020560031904,0.0003486550795550176,0.362481619665475,5.243891550908039e-06,0.01019057576262311,0.2840980641074469,0.25742467409986014,0.012211129088269001,0.17269524663486036,0.0008282870792497621,3.885244412570013e-08,8.383236300860805e-06,2.5285338816412105e-07,0.03849119233486877,4.734540987705415e-22,0.007372206728025372,6.88324127656314e-10,0.08038630344807002,9.126840704787834e-11,0.3841719407166312
XNR_RS00165,0.0073341390655965325,0.031814769742519705,0.00016834590727019344,0.7129726474771063,0.10327378871964323,0.0932350638283767,0.0022243412391176154,0.0003071853715099331,0.0004038271468504747,1.1304105234291842e-05,3.7046891424900885e-08,0.5753586526849954,0.6033438313687493,0.00044218560390689416,3.42461465140915e-09,1.1312618496542108e-05,2.9332265012803202e-05,0.7306165587787414,0.0558553688583683,0.7056472586261013,2.7372845483585036e-06,0.00025438994045235216,0.0523578865942618,5.553779304647673e-15,0.04698210779723469,1.953559719693308e-11,1.2797156260418818e-08,2.4130797246088447e-10,0.24583736990478317,1.6100240699819266e-09,0.007552718227277455
XNR_RS00170,2.5383319109967944e-15,0.157013151199779,0.2569476340408807,4.852709656226356e-11,0.02366351856778983,0.7947783746520465,2.3541925162574595e-17,0.010930574632817297,9.36074147689268e-05,0.0001493046735147759,0.06978091894848722,0.07990842501816106,0.05246307803569662,5.950123881184703e-08,0.0013169243708792192,0.06612921180477745,0.1160919077564379,5.625144603880928e-09,0.8079042451100251,9.058564257174368e-23,0.6608619588098636,0.1355569901005666,0.023695052491359246,0.0014762601101842546,9.778322382565495e-05,0.0874887171297176,4.848205790440046e-09,0.022441199245651865,0.628493428566004,0.6307608557865326,0.03473042045163675
XNR_RS00175,5.4196846471877495e-20,0.00027179382459879565,0.30661591801810917,3.8747045390626574e-27,4.749770988285732e-20,1.7885184712085154e-08,2.619621093406903e-25,1.8474964670069364e-05,0.07536305878287566,2.164236608155393e-12,6.133339838536695e-07,0.002666292642989923,0.11872999889470723,2.9439527862041272e-33,0.03209102239640425,1.6641299941158393e-10,3.9879919095499495e-11,6.987451312466072e-14,0.018921009966280402,9.113433298151533e-33,2.0144124988528947e-09,0.41915665752351217,0.0002226176825494675,0.5073035052263558,2.9801652785158206e-09,0.3388945167338543,0.005567672978009252,0.8382802748680567,0.48690924737737784,0.05847609233136893,4.223235728499969e-06
XNR_RS00180,3.966249985376838e-09,0.004384024000695548,0.0011089423692038436,0.5224097639096218,0.5949930558162257,0.7646302036929524,2.611147858018173e-08,0.28849595162594255,0.008768048315099553,6.098300773772458e-09,0.0021331634206959156,0.17664914801711432,0.0056049536591675836,0.3497904067498031,4.710655720365203e-06,0.28729954166957894,8.745218530440802e-06,0.002417979047398525,0.04565174675923608,0.09924589157655375,0.9412247585494571,0.012886978804173287,0.43823674459661377,1.621674309768996e-10,0.33257027769014647,8.453947082443607e-11,5.8028978642451845e-06,2.857110596704353e-21,0.0003546655671554742,0.02659055729102408,0.0031937807165656113
XNR_RS31495,0.05456225508800346,0.17750961249142394,0.002562065721737227,0.0008066394050730485,0.1304926012846761,0.017843248648088204,0.11054800460682206,0.0029603273008839076,0.009021549565040645,0.9877228084075713,0.015409823479185066,0.11644071161175917,0.043989461890821334,0.08895639373746898,0.2857419329824552,0.6623995239971658,0.8949320977844438,0.005841676915696877,0.31932322436948785,0.0006826368040232683,0.4695426728054728,0.0025645563080755416,0.04575487296155038,0.340407472350132,0.0065490231233481635,0.015882980564424967,4.387461007027132e-06,0.4085820772561657,0.6478655497914009,0.0006292990190077393,0.8890031091977596
XNR_RS00185,2.9872766040615865e-06,5.717611081378511e-13,8.929252390751139e-07,0.394799674623162,0.21957911383770745,0.02593194265456717,0.058077701706190595,0.42825664870186886,0.009262963016676161,0.0019051551458125883,0.40945736437842306,0.3090727298672233,0.9498144975486652,0.29140596426266263,0.2334098866357993,0.8918422033114416,1.8719750250605217e-05,0.07292490187432762,0.00962653097788075,0.06098909078844223,0.011844548085380616,0.6934888879038332,0.18772557897756845,5.4172519270024375e-05,1.4467292849230188e-10,9.190153418677324e-06,0.24511476653163192,2.714861356161449e-10,0.0003187376163094701,0.0017823289290195856,1.025199688169279e-09
XNR_RS00190,0.004444544243545318,0.0015065275799158288,0.19065961420221753,1.3396988596816066e-06,0.4649907123717184,0.0031326525402469193,9.720869300169277e-06,1.7501399584530132e-09,1.6408082991655033e-14,0.03800101093558467,1.1676819459233973e-05,0.004803732145290188,0.00043511637772869797,0.07961595203695096,0.0005631342029854378,1.5240477019844582e-05,0.893011866505933,1.4345429336511549e-08,0.19637317239401378,1.3165560135924178e-10,1.1160442747209453e-05,6.860184698800383e-11,8.550064531191015e-05,0.6013133988004407,1.4139245880759994e-09,0.0023766961229504907,9.715825480069331e-07,0.22731600562088478,0.012841635148221384,0.0017477334434492702,0.5382746378886483
XNR_RS00195,0.00018594529333756325,0.00019422994326289753,0.000995549978010983,0.9169549805489532,0.033833402794748065,0.014265995778633179,1.4378965730848023e-07,0.15450139919076072,0.002214630162454191,1.699046236075227e-05,1.0716176713017503e-09,0.6064945985346901,0.662377538514408,0.03449879355112784,5.551826048701631e-08,0.0003248575125278013,7.662193443963288e-09,0.4779930869972553,0.3928675655603887,0.03930532040272002,1.789942435409352e-05,0.0001196306390265833,0.30936920118583466,2.1171415628834293e-23,0.003948713328494789,5.712075509140645e-10,6.277554167183576e-07,5.638290408997919e-16,9.439270632304596e-05,1.4766454639635518e-10,0.014558927580973225
XNR_RS00200,1.4962901868031075e-07,0.018291802635836164,0.0012442125063172607,0.014058502362649975,0.013503199471156156,0.04962812563242243,7.373110095502132e-08,0.0011306719742530894,0.0009604743793649917,0.007451436555940013,1.3636004286590274e-11,0.7920677965377936,0.05739051066015814,0.34233854981045386,1.5394577596040499e-09,1.2918045810288989e-05,0.00035363297860482114,0.5941473645117819,0.6692413219036333,1.4005399555847893e-05,7.254772230648423e-06,0.0012423727748012265,0.26281873115064247,3.075751896003938e-14,0.26041669167707626,0.00012883922541827446,8.427391826049778e-10,3.0275626615682976e-08,0.05850288522951474,4.926493075646291e-07,0.45044682987784923
