,imodulon,GOs,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,source,kegg_id,pathway_name,module_name
18,8,cellular_component,0.00028930366085803353,0.09394103159004433,0.5,0.011385199240986717,0.022263450834879406,6.0,527.0,12.0,GO,,,
19,8,obsolete cell,0.00026580256338759725,0.09394103159004433,0.5,0.011560693641618497,0.022598870056497175,6.0,519.0,12.0,GO,,,
20,8,obsolete cell part,0.00026580256338759725,0.09394103159004433,0.5,0.011560693641618497,0.022598870056497175,6.0,519.0,12.0,GO,,,
21,8,"oxidoreductase activity, acting on CH-OH group of donors",0.00016993435514035262,0.09394103159004433,0.16666666666666666,0.2,0.1818181818181818,2.0,10.0,12.0,GO,,,
22,13,cysteine biosynthetic process,1.034747304567975e-06,0.0013684908746550307,0.13043478260869565,0.5,0.20689655172413793,3.0,6.0,23.0,GO,,,
23,13,cysteine metabolic process,1.8061912115992487e-06,0.0013684908746550307,0.13043478260869565,0.42857142857142855,0.2,3.0,7.0,23.0,GO,,,
24,13,serine family amino acid biosynthetic process,1.8061912115992487e-06,0.0013684908746550307,0.13043478260869565,0.42857142857142855,0.2,3.0,7.0,23.0,GO,,,
25,13,serine family amino acid metabolic process,4.312785196470765e-06,0.0024507401878945123,0.13043478260869565,0.3333333333333333,0.18750000000000003,3.0,9.0,23.0,GO,,,
26,13,sulfur amino acid biosynthetic process,1.1209230775074154e-05,0.00509571631034871,0.13043478260869565,0.25,0.1714285714285714,3.0,12.0,23.0,GO,,,
27,13,sulfur amino acid metabolic process,2.3005912986105256e-05,0.008715406702902875,0.13043478260869565,0.2,0.15789473684210528,3.0,15.0,23.0,GO,,,
28,13,L-serine metabolic process,8.723004440916983e-05,0.02203043232689367,0.08695652173913043,0.5,0.14814814814814817,2.0,4.0,23.0,GO,,,
29,13,cysteine biosynthetic process from serine,8.723004440916983e-05,0.02203043232689367,0.08695652173913043,0.5,0.14814814814814817,2.0,4.0,23.0,GO,,,
30,13,sulfur compound biosynthetic process,7.648772862916913e-05,0.02203043232689367,0.13043478260869565,0.13636363636363635,0.1333333333333333,3.0,22.0,23.0,GO,,,
31,13,"oxidoreductase activity, acting on a sulfur group of donors",0.0001450376099565768,0.032967048743129904,0.08695652173913043,0.4,0.14285714285714285,2.0,5.0,23.0,GO,,,
32,13,sulfur compound metabolic process,0.0001782726022592114,0.036837602266835225,0.13043478260869565,0.10344827586206896,0.11538461538461538,3.0,29.0,23.0,GO,,,
33,13,alpha-amino acid biosynthetic process,0.00037142988151145454,0.07035501005629469,0.13043478260869565,0.08108108108108109,0.1,3.0,37.0,23.0,GO,,,
34,14,obsolete intracellular part,2.023392324459088e-05,0.020336748917749288,0.1169811320754717,0.09967845659163987,0.1076388888888889,31.0,311.0,265.0,GO,,,
35,14,ion binding,2.684128761691503e-05,0.020336748917749288,0.05660377358490566,0.15306122448979592,0.08264462809917356,15.0,98.0,265.0,GO,,,
36,14,intracellular anatomical structure,2.2986909284558448e-05,0.020336748917749288,0.1169811320754717,0.09904153354632587,0.10726643598615918,31.0,313.0,265.0,GO,,,
37,14,anion binding,4.1398412549484076e-05,0.021078384190391455,0.03773584905660377,0.20833333333333334,0.06389776357827476,10.0,48.0,265.0,GO,,,
38,14,cytoplasm,4.636688119311802e-05,0.021078384190391455,0.10943396226415095,0.09863945578231292,0.1037567084078712,29.0,294.0,265.0,GO,,,
39,14,response to stimulus,6.804438551122695e-05,0.023392329291378078,0.052830188679245285,0.14893617021276595,0.07799442896935933,14.0,94.0,265.0,GO,,,
40,14,regulation of cellular process,0.00010111225701432973,0.023392329291378078,0.03773584905660377,0.18867924528301888,0.06289308176100629,10.0,53.0,265.0,GO,,,
41,14,organic cyclic compound binding,9.670649441933695e-05,0.023392329291378078,0.052830188679245285,0.14432989690721648,0.07734806629834255,14.0,97.0,265.0,GO,,,
42,14,obsolete cytoplasmic part,0.00010291389921415784,0.023392329291378078,0.09056603773584905,0.10344827586206896,0.096579476861167,24.0,232.0,265.0,GO,,,
43,14,heterocyclic compound binding,9.670649441933695e-05,0.023392329291378078,0.052830188679245285,0.14432989690721648,0.07734806629834255,14.0,97.0,265.0,GO,,,
44,14,sulfur compound metabolic process,0.0002302098611019642,0.047569728571342236,0.026415094339622643,0.2413793103448276,0.047619047619047616,7.0,29.0,265.0,GO,,,
45,14,regulation of biological process,0.0002959044489536422,0.0548321826591749,0.03773584905660377,0.16666666666666666,0.06153846153846154,10.0,60.0,265.0,GO,,,
46,14,biological_process,0.0003136024525161785,0.0548321826591749,0.15849056603773584,0.07706422018348624,0.10370370370370371,42.0,545.0,265.0,GO,,,
47,14,cellular process,0.00034497800600468104,0.05600964340347429,0.12075471698113208,0.08465608465608465,0.09953343701399689,32.0,378.0,265.0,GO,,,
48,14,regulation of nucleobase-containing compound metabolic process,0.00044208632151750577,0.06699081392061937,0.026415094339622643,0.21875,0.047138047138047146,7.0,32.0,265.0,GO,,,
49,14,small molecule binding,0.0005143098327092069,0.0730641406092517,0.033962264150943396,0.16981132075471697,0.05660377358490566,9.0,53.0,265.0,GO,,,
50,14,detoxification,0.0008435116865360664,0.09883553071152026,0.011320754716981131,0.6,0.02222222222222222,3.0,5.0,265.0,GO,,,
51,14,response to stress,0.001652331793681377,0.09883553071152026,0.033962264150943396,0.14516129032258066,0.055045871559633024,9.0,62.0,265.0,GO,,,
52,14,binding,0.0010697418541172942,0.09883553071152026,0.06792452830188679,0.1005586592178771,0.08108108108108109,18.0,179.0,265.0,GO,,,
53,14,response to oxidative stress,0.0009410333479817417,0.09883553071152026,0.018867924528301886,0.2777777777777778,0.0353356890459364,5.0,18.0,265.0,GO,,,
54,14,response to abiotic stimulus,0.0012306795736501594,0.09883553071152026,0.018867924528301886,0.2631578947368421,0.0352112676056338,5.0,19.0,265.0,GO,,,
55,14,regulation of nitrogen compound metabolic process,0.001315304073833451,0.09883553071152026,0.026415094339622643,0.18421052631578946,0.04620462046204621,7.0,38.0,265.0,GO,,,
56,14,regulation of macromolecule metabolic process,0.0015425420841848948,0.09883553071152026,0.026415094339622643,0.1794871794871795,0.046052631578947366,7.0,39.0,265.0,GO,,,
57,14,biological regulation,0.0009336937399418042,0.09883553071152026,0.03773584905660377,0.14492753623188406,0.059880239520958084,10.0,69.0,265.0,GO,,,
58,14,regulation of RNA metabolic process,0.0015569590832731736,0.09883553071152026,0.022641509433962263,0.20689655172413793,0.04081632653061224,6.0,29.0,265.0,GO,,,
59,14,regulation of RNA biosynthetic process,0.0012824592441834873,0.09883553071152026,0.022641509433962263,0.21428571428571427,0.0409556313993174,6.0,28.0,265.0,GO,,,
60,14,obsolete regulation of nucleic acid-templated transcription,0.0012824592441834873,0.09883553071152026,0.022641509433962263,0.21428571428571427,0.0409556313993174,6.0,28.0,265.0,GO,,,
61,14,cysteine biosynthetic process,0.0016309200898007746,0.09883553071152026,0.011320754716981131,0.5,0.02214022140221402,3.0,6.0,265.0,GO,,,
62,14,obsolete cell part,0.0016396167971456234,0.09883553071152026,0.14339622641509434,0.07321772639691715,0.09693877551020408,38.0,519.0,265.0,GO,,,
63,14,sulfur amino acid biosynthetic process,0.0014925659913644846,0.09883553071152026,0.01509433962264151,0.3333333333333333,0.02888086642599278,4.0,12.0,265.0,GO,,,
64,14,nucleotide binding,0.0015425420841848948,0.09883553071152026,0.026415094339622643,0.1794871794871795,0.046052631578947366,7.0,39.0,265.0,GO,,,
65,14,nucleoside phosphate binding,0.0015425420841848948,0.09883553071152026,0.026415094339622643,0.1794871794871795,0.046052631578947366,7.0,39.0,265.0,GO,,,
66,14,molecular_function,0.0012851524902351783,0.09883553071152026,0.12452830188679245,0.07764705882352942,0.09565217391304347,33.0,425.0,265.0,GO,,,
67,14,mitigation of host defenses by symbiont,0.0008435116865360664,0.09883553071152026,0.011320754716981131,0.6,0.02222222222222222,3.0,22.0,265.0,GO,,,
68,14,metabolic process,0.00113420664327332,0.09883553071152026,0.11320754716981132,0.08086253369272237,0.09433962264150943,30.0,371.0,265.0,GO,,,
69,14,cytosol,0.0014298227853600434,0.09883553071152026,0.07547169811320754,0.09345794392523364,0.08350730688935282,20.0,214.0,265.0,GO,,,
70,14,flavin adenine dinucleotide binding,0.0016309200898007746,0.09883553071152026,0.011320754716981131,0.5,0.02214022140221402,3.0,6.0,265.0,GO,,,
71,14,obsolete cell,0.0016396167971456234,0.09883553071152026,0.14339622641509434,0.07321772639691715,0.09693877551020408,38.0,519.0,265.0,GO,,,
72,17,unfolded protein binding,9.663074947615866e-07,0.002196416935593086,0.021505376344086023,1.0,0.04210526315789474,4.0,4.0,186.0,GO,,,
73,17,'de novo' protein folding,3.106440979069797e-05,0.023536467818085497,0.016129032258064516,1.0,0.031746031746031744,3.0,3.0,186.0,GO,,,
74,17,chaperone-mediated protein folding,3.106440979069797e-05,0.023536467818085497,0.016129032258064516,1.0,0.031746031746031744,3.0,3.0,186.0,GO,,,
75,17,protein folding,0.0001213587166786349,0.06896209075263428,0.016129032258064516,0.75,0.031578947368421054,3.0,4.0,186.0,GO,,,
76,25,structural constituent of ribosome,4.720034532502103e-05,0.053643192461886396,0.026004728132387706,0.2894736842105263,0.047722342733188726,11.0,38.0,423.0,GO,,,
77,25,structural molecule activity,4.720034532502103e-05,0.053643192461886396,0.026004728132387706,0.2894736842105263,0.047722342733188726,11.0,38.0,423.0,GO,,,
78,25,protein-containing complex,8.61369370381644e-05,0.06526308596258257,0.0425531914893617,0.1935483870967742,0.0697674418604651,18.0,93.0,423.0,GO,,,
79,27,amine-lyase activity,8.833945213945542e-06,0.010021578366372475,0.1111111111111111,1.0,0.19999999999999998,2.0,2.0,18.0,GO,,,
80,27,organic hydroxy compound metabolic process,8.5616768486558e-06,0.010021578366372475,0.16666666666666666,0.21428571428571427,0.1875,3.0,14.0,18.0,GO,,,
81,27,pyridoxal phosphate biosynthetic process,2.645379243213148e-05,0.010021578366372475,0.1111111111111111,0.6666666666666666,0.1904761904761905,2.0,3.0,18.0,GO,,,
82,27,pyridoxal phosphate metabolic process,2.645379243213148e-05,0.010021578366372475,0.1111111111111111,0.6666666666666666,0.1904761904761905,2.0,3.0,18.0,GO,,,
83,27,vitamin B6 biosynthetic process,2.645379243213148e-05,0.010021578366372475,0.1111111111111111,0.6666666666666666,0.1904761904761905,2.0,3.0,18.0,GO,,,
84,27,vitamin B6 metabolic process,2.645379243213148e-05,0.010021578366372475,0.1111111111111111,0.6666666666666666,0.1904761904761905,2.0,3.0,18.0,GO,,,
85,27,aldehyde biosynthetic process,5.281168218954156e-05,0.015005119202103494,0.1111111111111111,0.5,0.1818181818181818,2.0,4.0,18.0,GO,,,
86,27,carbon-nitrogen lyase activity,5.281168218954156e-05,0.015005119202103494,0.1111111111111111,0.5,0.1818181818181818,2.0,4.0,18.0,GO,,,
87,27,organic hydroxy compound biosynthetic process,0.00013155106669020188,0.03322395273186988,0.1111111111111111,0.3333333333333333,0.16666666666666666,2.0,6.0,18.0,GO,,,
88,27,cellular aldehyde metabolic process,0.0003918007893060532,0.0890563194092659,0.1111111111111111,0.2,0.14285714285714285,2.0,10.0,18.0,GO,,,
89,27,pyridine-containing compound biosynthetic process,0.00047800022435680935,0.09877222817845706,0.1111111111111111,0.18181818181818182,0.13793103448275862,2.0,11.0,18.0,GO,,,
90,32,potassium ion transport,2.597041650952392e-06,0.0014757689181536966,0.3333333333333333,0.6666666666666666,0.4444444444444444,2.0,6.0,6.0,GO,,,
91,32,potassium ion transmembrane transport,2.597041650952392e-06,0.0014757689181536966,0.3333333333333333,0.6666666666666666,0.4444444444444444,2.0,3.0,6.0,GO,,,
92,32,potassium ion transmembrane transporter activity,2.597041650952392e-06,0.0014757689181536966,0.3333333333333333,0.6666666666666666,0.4444444444444444,2.0,3.0,6.0,GO,,,
93,32,P-type potassium transmembrane transporter activity,2.597041650952392e-06,0.0014757689181536966,0.3333333333333333,0.6666666666666666,0.4444444444444444,2.0,3.0,6.0,GO,,,
94,32,metal ion transmembrane transporter activity,8.648959808592228e-06,0.0026795691993946216,0.3333333333333333,0.4,0.3636363636363636,2.0,5.0,6.0,GO,,,
95,32,inorganic cation transmembrane transporter activity,1.2967558818011809e-05,0.0026795691993946216,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,10.0,6.0,GO,,,
96,32,metal ion transport,8.648959808592228e-06,0.0026795691993946216,0.3333333333333333,0.4,0.3636363636363636,2.0,7.0,6.0,GO,,,
97,32,P-type ion transporter activity,8.648959808592228e-06,0.0026795691993946216,0.3333333333333333,0.4,0.3636363636363636,2.0,5.0,6.0,GO,,,
98,32,ATPase-coupled monoatomic cation transmembrane transporter activity,1.2967558818011809e-05,0.0026795691993946216,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,6.0,6.0,GO,,,
99,32,ATPase-coupled ion transmembrane transporter activity,1.2967558818011809e-05,0.0026795691993946216,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,6.0,6.0,GO,,,
100,32,active monoatomic ion transmembrane transporter activity,1.2967558818011809e-05,0.0026795691993946216,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,6.0,6.0,GO,,,
101,32,active transmembrane transporter activity,1.8146352242434357e-05,0.002749777243136886,0.3333333333333333,0.2857142857142857,0.30769230769230765,2.0,7.0,6.0,GO,,,
102,32,primary active transmembrane transporter activity,1.8146352242434357e-05,0.002749777243136886,0.3333333333333333,0.2857142857142857,0.30769230769230765,2.0,7.0,6.0,GO,,,
103,32,ATPase-coupled transmembrane transporter activity,1.8146352242434357e-05,0.002749777243136886,0.3333333333333333,0.2857142857142857,0.30769230769230765,2.0,21.0,6.0,GO,,,
104,32,monoatomic cation transmembrane transporter activity,1.8146352242434357e-05,0.002749777243136886,0.3333333333333333,0.2857142857142857,0.30769230769230765,2.0,7.0,6.0,GO,,,
105,32,inorganic molecular entity transmembrane transporter activity,3.107983111436648e-05,0.0041555562425267655,0.3333333333333333,0.2222222222222222,0.26666666666666666,2.0,9.0,6.0,GO,,,
106,32,monoatomic ion transmembrane transporter activity,3.107983111436648e-05,0.0041555562425267655,0.3333333333333333,0.2222222222222222,0.26666666666666666,2.0,9.0,6.0,GO,,,
107,32,inorganic cation transmembrane transport,3.883217319709101e-05,0.004903640537610438,0.3333333333333333,0.2,0.25,2.0,20.0,6.0,GO,,,
108,32,monoatomic cation transport,4.744002296427489e-05,0.005391558609889841,0.3333333333333333,0.18181818181818182,0.23529411764705885,2.0,11.0,6.0,GO,,,
109,32,monoatomic cation transmembrane transport,4.744002296427489e-05,0.005391558609889841,0.3333333333333333,0.18181818181818182,0.23529411764705885,2.0,17.0,6.0,GO,,,
110,32,inorganic ion transmembrane transport,5.690221097794365e-05,0.006158986931088853,0.3333333333333333,0.16666666666666666,0.2222222222222222,2.0,12.0,6.0,GO,,,
111,32,transmembrane transporter activity,6.721756869736725e-05,0.00636606390204649,0.3333333333333333,0.15384615384615385,0.21052631578947367,2.0,13.0,6.0,GO,,,
112,32,transporter activity,6.721756869736725e-05,0.00636606390204649,0.3333333333333333,0.15384615384615385,0.21052631578947367,2.0,13.0,6.0,GO,,,
113,32,monoatomic ion transmembrane transport,6.721756869736725e-05,0.00636606390204649,0.3333333333333333,0.15384615384615385,0.21052631578947367,2.0,19.0,6.0,GO,,,
114,32,monoatomic ion transport,7.838492847913708e-05,0.007126757697323144,0.3333333333333333,0.14285714285714285,0.2,2.0,14.0,6.0,GO,,,
115,32,transmembrane transport,0.00013155106669123878,0.01150059902266099,0.3333333333333333,0.1111111111111111,0.16666666666666666,2.0,24.0,6.0,GO,,,
116,32,ATP hydrolysis activity,0.00019825605919608085,0.0166902230575071,0.3333333333333333,0.09090909090909091,0.14285714285714288,2.0,39.0,6.0,GO,,,
117,32,transport,0.00021703904127945024,0.017011370373385876,0.3333333333333333,0.08695652173913043,0.13793103448275862,2.0,23.0,6.0,GO,,,
118,32,establishment of localization,0.00021703904127945024,0.017011370373385876,0.3333333333333333,0.08695652173913043,0.13793103448275862,2.0,23.0,6.0,GO,,,
119,32,localization,0.00023666239820924014,0.017931121037653427,0.3333333333333333,0.08333333333333333,0.13333333333333333,2.0,24.0,6.0,GO,,,
120,32,ribonucleoside triphosphate phosphatase activity,0.0003005631444321305,0.022038065396588147,0.3333333333333333,0.07407407407407407,0.12121212121212122,2.0,27.0,6.0,GO,,,
121,32,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",0.0005076535680487023,0.033938134122785305,0.3333333333333333,0.05714285714285714,0.09756097560975609,2.0,35.0,6.0,GO,,,
122,32,"hydrolase activity, acting on acid anhydrides",0.0005076535680487023,0.033938134122785305,0.3333333333333333,0.05714285714285714,0.09756097560975609,2.0,35.0,6.0,GO,,,
123,32,pyrophosphatase activity,0.0004788623071867768,0.033938134122785305,0.3333333333333333,0.058823529411764705,0.1,2.0,34.0,6.0,GO,,,
124,32,potassium ion binding,0.001019367991844719,0.06620066987037275,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,6.0,GO,,,
125,51,obsolete membrane part,7.863470836489955e-08,9.910641594892733e-05,0.06172839506172839,0.25,0.099009900990099,10.0,40.0,162.0,GO,,,
126,51,NADH dehydrogenase activity,8.720318165325767e-08,9.910641594892733e-05,0.030864197530864196,0.8333333333333334,0.05952380952380952,5.0,6.0,162.0,GO,,,
127,51,obsolete plasma membrane part,2.7741393011018587e-07,0.00021018728771348417,0.05555555555555555,0.2571428571428571,0.0913705583756345,9.0,35.0,162.0,GO,,,
128,51,cellular respiration,5.797744762942502e-07,0.0003294568461542077,0.037037037037037035,0.46153846153846156,0.06857142857142857,6.0,13.0,162.0,GO,,,
129,51,membrane protein complex,7.781129032744954e-07,0.00035373012582858563,0.030864197530864196,0.625,0.0588235294117647,5.0,8.0,162.0,GO,,,
130,51,energy derivation by oxidation of organic compounds,9.915882118220763e-07,0.00037564666757859656,0.037037037037037035,0.42857142857142855,0.06818181818181818,6.0,14.0,162.0,GO,,,
131,51,NADH dehydrogenase (quinone) activity,2.7074182262830716e-06,0.0007692452035426777,0.024691358024691357,0.8,0.04790419161676646,4.0,5.0,162.0,GO,,,
132,51,NADH dehydrogenase (ubiquinone) activity,2.7074182262830716e-06,0.0007692452035426777,0.024691358024691357,0.8,0.04790419161676646,4.0,5.0,162.0,GO,,,
133,51,obsolete oxidation-reduction process,5.9168027371430375e-06,0.0013640939400510759,0.06172839506172839,0.16129032258064516,0.08928571428571429,10.0,62.0,162.0,GO,,,
134,51,"oxidoreductase activity, acting on NAD(P)H",6.001293181043009e-06,0.0013640939400510759,0.030864197530864196,0.45454545454545453,0.057803468208092484,5.0,11.0,162.0,GO,,,
135,51,generation of precursor metabolites and energy,1.1154266969471305e-05,0.002304877165600752,0.037037037037037035,0.3,0.06593406593406594,6.0,20.0,162.0,GO,,,
136,51,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",1.8147079938214157e-05,0.0031729471307354444,0.024691358024691357,0.5714285714285714,0.047337278106508875,4.0,7.0,162.0,GO,,,
137,51,electron transport chain,1.8147079938214157e-05,0.0031729471307354444,0.024691358024691357,0.5714285714285714,0.047337278106508875,4.0,7.0,162.0,GO,,,
138,51,NADH dehydrogenase complex,8.023941660291672e-05,0.01013245521880165,0.018518518518518517,0.75,0.03614457831325301,3.0,4.0,162.0,GO,,,
139,51,respiratory chain complex,8.023941660291672e-05,0.01013245521880165,0.018518518518518517,0.75,0.03614457831325301,3.0,4.0,162.0,GO,,,
140,51,plasma membrane protein complex,8.023941660291672e-05,0.01013245521880165,0.018518518518518517,0.75,0.03614457831325301,3.0,4.0,162.0,GO,,,
141,51,plasma membrane respirasome,8.023941660291672e-05,0.01013245521880165,0.018518518518518517,0.75,0.03614457831325301,3.0,4.0,162.0,GO,,,
142,51,respirasome,8.023941660291672e-05,0.01013245521880165,0.018518518518518517,0.75,0.03614457831325301,3.0,4.0,162.0,GO,,,
143,51,obsolete intrinsic component of plasma membrane,0.00016480455401356184,0.019715829014359268,0.037037037037037035,0.1935483870967742,0.0621761658031088,6.0,31.0,162.0,GO,,,
144,51,respiratory electron transport chain,0.00019653741417283561,0.022336477120742767,0.018518518518518517,0.6,0.03592814371257485,3.0,5.0,162.0,GO,,,
145,51,obsolete intrinsic component of membrane,0.0002368673076971432,0.025638066209314594,0.037037037037037035,0.18181818181818182,0.061538461538461535,6.0,33.0,162.0,GO,,,
146,51,oxidoreductase activity,0.0004389288037408783,0.045349325950137104,0.043209876543209874,0.13725490196078433,0.06572769953051644,7.0,51.0,162.0,GO,,,
147,51,purine nucleoside catabolic process,0.0007529639185298273,0.07441247768775207,0.012345679012345678,1.0,0.024390243902439022,2.0,2.0,162.0,GO,,,
148,71,ribosome,4.996506067317144e-71,5.678529145505934e-68,0.38181818181818183,0.8936170212765957,0.535031847133758,42.0,47.0,110.0,GO,,,
149,71,ribonucleoprotein complex,4.996506067317144e-71,5.678529145505934e-68,0.38181818181818183,0.8936170212765957,0.535031847133758,42.0,47.0,110.0,GO,,,
150,71,non-membrane-bounded organelle,1.6897699441562336e-68,9.602117707667798e-66,0.38181818181818183,0.84,0.5250000000000001,42.0,50.0,110.0,GO,,,
151,71,intracellular non-membrane-bounded organelle,1.6897699441562336e-68,9.602117707667798e-66,0.38181818181818183,0.84,0.5250000000000001,42.0,50.0,110.0,GO,,,
152,71,ribosomal subunit,3.1601540714927067e-68,1.4366060409005845e-65,0.36363636363636365,0.9090909090909091,0.5194805194805195,40.0,44.0,110.0,GO,,,
153,71,obsolete organelle part,8.380641245220721e-65,2.7213139357695285e-62,0.36363636363636365,0.8333333333333334,0.5063291139240507,40.0,48.0,110.0,GO,,,
154,71,obsolete intracellular organelle part,8.380641245220721e-65,2.7213139357695285e-62,0.36363636363636365,0.8333333333333334,0.5063291139240507,40.0,48.0,110.0,GO,,,
155,71,organelle,7.878873936128605e-63,1.628061859710938e-60,0.38181818181818183,0.711864406779661,0.4970414201183433,42.0,59.0,110.0,GO,,,
156,71,intracellular organelle,7.878873936128605e-63,1.628061859710938e-60,0.38181818181818183,0.711864406779661,0.4970414201183433,42.0,59.0,110.0,GO,,,
157,71,structural molecule activity,7.089466840633279e-63,1.628061859710938e-60,0.32727272727272727,0.9473684210526315,0.48648648648648646,36.0,38.0,110.0,GO,,,
158,71,structural constituent of ribosome,7.089466840633279e-63,1.628061859710938e-60,0.32727272727272727,0.9473684210526315,0.48648648648648646,36.0,38.0,110.0,GO,,,
159,71,cytosolic ribosome,9.102839732256154e-62,1.724229559284853e-59,0.32727272727272727,0.9230769230769231,0.4832214765100671,36.0,39.0,110.0,GO,,,
160,71,obsolete cytosolic part,5.034352062901981e-59,8.802370953058617e-57,0.32727272727272727,0.8571428571428571,0.47368421052631576,36.0,42.0,110.0,GO,,,
161,71,protein-containing complex,2.389863615050016e-56,3.880114283577633e-54,0.4090909090909091,0.4838709677419355,0.4433497536945813,45.0,93.0,110.0,GO,,,
162,71,obsolete cytoplasmic part,3.3779769902410754e-45,5.11876113254531e-43,0.4727272727272727,0.22413793103448276,0.30409356725146197,52.0,232.0,110.0,GO,,,
163,71,obsolete intracellular part,3.991472005534099e-42,5.670384917861879e-40,0.5,0.17684887459807075,0.2612826603325416,55.0,311.0,110.0,GO,,,
164,71,intracellular anatomical structure,5.765482777781923e-42,7.708789619940183e-40,0.5,0.1757188498402556,0.2600472813238771,55.0,313.0,110.0,GO,,,
165,71,cytosol,2.2721391362184606e-41,2.8692068092358675e-39,0.43636363636363634,0.22429906542056074,0.29629629629629634,48.0,214.0,110.0,GO,,,
166,71,cytoplasm,7.727043085553573e-41,9.243983649191197e-39,0.4818181818181818,0.18027210884353742,0.2623762376237624,53.0,294.0,110.0,GO,,,
167,71,large ribosomal subunit,4.5144235026379385e-39,4.8863260102362066e-37,0.20909090909090908,0.92,0.3407407407407407,23.0,25.0,110.0,GO,,,
168,71,cytosolic large ribosomal subunit,4.5144235026379385e-39,4.8863260102362066e-37,0.20909090909090908,0.92,0.3407407407407407,23.0,25.0,110.0,GO,,,
169,71,translation,8.687128845653875e-39,8.97538357553239e-37,0.2545454545454545,0.6222222222222222,0.36129032258064514,28.0,45.0,110.0,GO,,,
170,71,peptide biosynthetic process,2.1899636327074354e-38,2.1642553639756526e-36,0.2545454545454545,0.6086956521739131,0.358974358974359,28.0,46.0,110.0,GO,,,
171,71,obsolete cell part,1.0724780138712594e-37,9.750970102117491e-36,0.5636363636363636,0.11946050096339114,0.1971383147853736,62.0,519.0,110.0,GO,,,
172,71,obsolete cell,1.0724780138712594e-37,9.750970102117491e-36,0.5636363636363636,0.11946050096339114,0.1971383147853736,62.0,519.0,110.0,GO,,,
