Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	N0	n22	0.8571428571428571	Non-Terminal	salb2_XNR_RS00260, pae2_PA2003, bsu2_BSU_38970, mtub2_Rv1050, pae2_PA3957, bsu2_BSU_18500, mtub2_Rv1865c, pae2_PA4148, sen2_STM2445, ecol2_b2426	mtub2_Rv0687, mtub2_Rv2750, salb2_XNR_RS04510, bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387, mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769, salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775, bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095, bsu2_BSU_37720, bsu2_BSU_02830, bsu2_BSU_03930, pae2_PA3106, sac2_SACI_RS08570, salb2_XNR_RS03280, bsu2_BSU_39840, bsu2_BSU_13770, mtub2_Rv3530c, pae2_PA4089, pae2_PA1827, pae2_PA5524, pae2_PA2515, salb2_XNR_RS10170, mtub2_Rv3559c, ecol2_b0596, sen2_STM0598, salb2_XNR_RS02935, bsu2_BSU_32000, salb2_XNR_RS16085, salb2_XNR_RS22785, pae2_PA5521
OG0000000	N1	n24	0.3333333333333333	Non-Terminal	salb2_XNR_RS00260, pae2_PA2003, bsu2_BSU_38970	mtub2_Rv1050, pae2_PA3957, bsu2_BSU_18500, mtub2_Rv1865c, pae2_PA4148
OG0000000	N1	n27	0.3333333333333333	Non-Terminal	mtub2_Rv1050, pae2_PA3957, bsu2_BSU_18500	mtub2_Rv1865c, pae2_PA4148
OG0000000	N0	n32	0.2857142857142857	Non-Terminal	mtub2_Rv0687, mtub2_Rv2750, salb2_XNR_RS04510	bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387, mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769, salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775, bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095, bsu2_BSU_37720, bsu2_BSU_02830, bsu2_BSU_03930, pae2_PA3106, sac2_SACI_RS08570, salb2_XNR_RS03280, bsu2_BSU_39840, bsu2_BSU_13770, mtub2_Rv3530c, pae2_PA4089, pae2_PA1827, pae2_PA5524, pae2_PA2515, salb2_XNR_RS10170, mtub2_Rv3559c, ecol2_b0596, sen2_STM0598, salb2_XNR_RS02935, bsu2_BSU_32000, salb2_XNR_RS16085, salb2_XNR_RS22785, pae2_PA5521
OG0000000	mtub2	n34	1.0	Terminal	mtub2_Rv0687	mtub2_Rv2750
OG0000000	N0	n35	0.8571428571428571	Non-Terminal	bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387, mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769, salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775, bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095, bsu2_BSU_37720, bsu2_BSU_02830, bsu2_BSU_03930, pae2_PA3106, sac2_SACI_RS08570, salb2_XNR_RS03280, bsu2_BSU_39840, bsu2_BSU_13770, mtub2_Rv3530c, pae2_PA4089, pae2_PA1827, pae2_PA5524, pae2_PA2515, salb2_XNR_RS10170	mtub2_Rv3559c, ecol2_b0596, sen2_STM0598, salb2_XNR_RS02935, bsu2_BSU_32000, salb2_XNR_RS16085, salb2_XNR_RS22785, pae2_PA5521
OG0000000	N0	n36	0.42857142857142855	Non-Terminal	bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387, mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769, salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775, bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095, bsu2_BSU_37720, bsu2_BSU_02830, bsu2_BSU_03930, pae2_PA3106, sac2_SACI_RS08570, salb2_XNR_RS03280, bsu2_BSU_39840, bsu2_BSU_13770	mtub2_Rv3530c, pae2_PA4089, pae2_PA1827, pae2_PA5524, pae2_PA2515, salb2_XNR_RS10170
OG0000000	N0	n37	0.2857142857142857	Non-Terminal	bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387, mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769, salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775, bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095, bsu2_BSU_37720, bsu2_BSU_02830, bsu2_BSU_03930, pae2_PA3106, sac2_SACI_RS08570	salb2_XNR_RS03280, bsu2_BSU_39840, bsu2_BSU_13770
OG0000000	N0	n38	0.42857142857142855	Non-Terminal	bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387, mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769, salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775, bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095	bsu2_BSU_37720, bsu2_BSU_02830, bsu2_BSU_03930, pae2_PA3106, sac2_SACI_RS08570
OG0000000	N0	n39	0.7142857142857143	Non-Terminal	bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387, mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769	salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775, bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095
OG0000000	N0	n40	0.5714285714285714	Non-Terminal	bsu2_BSU_29420, sac2_SACI_RS06255, sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387	mtub2_Rv1928c, sen2_STM2171, ecol2_b2137, ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769
OG0000000	N0	n41	0.2857142857142857	Non-Terminal	bsu2_BSU_29420, sac2_SACI_RS06255	sac2_SACI_RS10300, bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098, pae2_PA3387
OG0000000	N1	n44	0.16666666666666666	Non-Terminal	bsu2_BSU_22140, sen2_STM3017, ecol2_b2842, ecol2_b2774, sen2_STM4483, ecol2_b4266, pae2_PA4098	pae2_PA3387
OG0000000	N1	n46	0.3333333333333333	Non-Terminal	bsu2_BSU_22140, sen2_STM3017, ecol2_b2842	ecol2_b2774, sen2_STM4483, ecol2_b4266
OG0000000	N5	n49	0.5	Non-Terminal	ecol2_b2774	sen2_STM4483, ecol2_b4266
OG0000000	N1	n51	0.3333333333333333	Non-Terminal	mtub2_Rv1928c, sen2_STM2171, ecol2_b2137	ecol2_b1619, salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060, mtub2_Rv0769
OG0000000	N1	n55	0.16666666666666666	Non-Terminal	salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828, mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060	mtub2_Rv0769
OG0000000	N1	n56	0.5	Non-Terminal	salb2_XNR_RS24855, mtub2_Rv0927c, salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c, bsu2_BSU_12350, pae2_PA1828	mtub2_Rv1714, mtub2_Rv3485c, pae2_PA2887, bsu2_BSU_14060
OG0000000	N3	n58	1.0	Non-Terminal	salb2_XNR_RS24855, mtub2_Rv0927c	salb2_XNR_RS27240, mtub2_Rv3549c, mtub2_Rv2766c
OG0000000	mtub2	n61	1.0	Terminal	mtub2_Rv3549c	mtub2_Rv2766c
OG0000000	mtub2	n64	1.0	Terminal	mtub2_Rv1714	mtub2_Rv3485c
OG0000000	N0	n66	0.14285714285714285	Non-Terminal	salb2_XNR_RS29155, salb2_XNR_RS02895, salb2_XNR_RS28775	bsu2_BSU_16870, pae2_PA4162, pae2_PA5150, sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095
OG0000000	salb2	n67	1.0	Terminal	salb2_XNR_RS29155, salb2_XNR_RS02895	salb2_XNR_RS28775
OG0000000	salb2	n68	1.0	Terminal	salb2_XNR_RS29155	salb2_XNR_RS02895
OG0000000	N0	n69	0.2857142857142857	Non-Terminal	bsu2_BSU_16870, pae2_PA4162, pae2_PA5150	sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960, sac2_SACI_RS01155, ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940, pae2_PA1470, salb2_XNR_RS22095
OG0000000	pae2	n71	1.0	Terminal	pae2_PA4162	pae2_PA5150
OG0000000	N0	n73	0.14285714285714285	Non-Terminal	sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260, sac2_SACI_RS00960	sac2_SACI_RS01155
OG0000000	N0	n74	0.14285714285714285	Non-Terminal	sac2_SACI_RS05250, bsu2_BSU_08650, bsu2_BSU_32910, sac2_SACI_RS05260	sac2_SACI_RS00960
OG0000000	N0	n75	0.2857142857142857	Non-Terminal	sac2_SACI_RS05250, bsu2_BSU_08650	bsu2_BSU_32910, sac2_SACI_RS05260
OG0000000	N2	n78	0.4	Non-Terminal	ecol2_b2902, pae2_PA3128, salb2_XNR_RS18940	pae2_PA1470, salb2_XNR_RS22095
OG0000000	bsu2	n83	1.0	Terminal	bsu2_BSU_37720	bsu2_BSU_02830, bsu2_BSU_03930
OG0000000	bsu2	n84	1.0	Terminal	bsu2_BSU_02830	bsu2_BSU_03930
OG0000000	bsu2	n87	1.0	Terminal	bsu2_BSU_39840	bsu2_BSU_13770
OG0000000	pae2	n90	1.0	Terminal	pae2_PA4089, pae2_PA1827, pae2_PA5524	pae2_PA2515
OG0000000	pae2	n91	1.0	Terminal	pae2_PA4089	pae2_PA1827, pae2_PA5524
OG0000000	pae2	n92	1.0	Terminal	pae2_PA1827	pae2_PA5524
OG0000000	N1	n95	0.16666666666666666	Non-Terminal	ecol2_b0596, sen2_STM0598, salb2_XNR_RS02935, bsu2_BSU_32000	salb2_XNR_RS16085, salb2_XNR_RS22785
OG0000000	salb2	n99	1.0	Terminal	salb2_XNR_RS16085	salb2_XNR_RS22785
