Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	Mtu	n65	1.0	Terminal	Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1	Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n66	1.0	Terminal	Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1	Mtu_YP_177692.1, Mtu_YP_177832.1
OG0000000	Mtu	n67	1.0	Terminal	Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1	Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1
OG0000000	Mtu	n68	1.0	Terminal	Mtu_YP_177786.1, Mtu_YP_177783.1	Mtu_YP_177763.1, Mtu_YP_177798.1
OG0000000	Mtu	n69	1.0	Terminal	Mtu_YP_177786.1	Mtu_YP_177783.1
OG0000000	Mtu	n70	1.0	Terminal	Mtu_YP_177763.1	Mtu_YP_177798.1
OG0000000	Mtu	n71	1.0	Terminal	Mtu_YP_177761.1	Mtu_YP_177811.1, Mtu_YP_177962.1
OG0000000	Mtu	n72	1.0	Terminal	Mtu_YP_177811.1	Mtu_YP_177962.1
OG0000000	Mtu	n73	1.0	Terminal	Mtu_YP_177692.1	Mtu_YP_177832.1
OG0000000	Mtu	n74	1.0	Terminal	Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1	Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n75	1.0	Terminal	Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1	Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1
OG0000000	Mtu	n76	1.0	Terminal	Mtu_YP_177909.1	Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1
OG0000000	Mtu	n77	1.0	Terminal	Mtu_YP_177886.1, Mtu_YP_177887.1	Mtu_YP_177752.1
OG0000000	Mtu	n78	1.0	Terminal	Mtu_YP_177886.1	Mtu_YP_177887.1
OG0000000	Mtu	n79	1.0	Terminal	Mtu_YP_178019.1, Mtu_YP_177994.1	Mtu_YP_177865.1
OG0000000	Mtu	n80	1.0	Terminal	Mtu_YP_178019.1	Mtu_YP_177994.1
OG0000000	Mtu	n81	1.0	Terminal	Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1	Mtu_YP_177968.1
OG0000000	Mtu	n82	1.0	Terminal	Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1	Mtu_YP_177814.1
OG0000000	Mtu	n83	1.0	Terminal	Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1	Mtu_YP_177965.1
OG0000000	Mtu	n84	1.0	Terminal	Mtu_YP_177891.1	Mtu_YP_177780.1, Mtu_YP_177781.1
OG0000000	Mtu	n85	1.0	Terminal	Mtu_YP_177780.1	Mtu_YP_177781.1
